"","x","y"
"CHL_a",0.665384171142598,0.468321759350178
"H.population",-0.653509309615189,0.434682415474434
"Coral cover",0.217825656212108,-0.0990225665296644
"Hurricanes",-0.115148511344378,-0.236476930271703
"Visitors",-0.664884819068068,0.443290213391318
"PAR",-0.362958139230294,0.426271636136868
